TrackId,TrackName,Composer,Milliseconds,Bytes,UnitPrice,AlbumTitle,ArtistName,GenreName,MediaTypeName
630,"Boogie Blues",NULL,204199,6603153,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
631,"How High The Moon",NULL,201430,6529487,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
632,"Disc Jockey Jump",NULL,193149,6260820,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
633,"Up An' Atom",NULL,179565,5822645,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
634,"Bop Boogie",NULL,189596,6093124,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
635,"Lemon Drop",NULL,194089,6287531,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
636,"Coronation Drop",NULL,176222,5899898,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
637,Overtime,NULL,163030,5432236,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
638,Imagination,NULL,289306,9444385,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
639,"Don't Take Your Love From Me",NULL,282331,9244238,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
640,Midget,NULL,217025,7257663,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
641,"I'm Coming Virginia",NULL,280163,9209827,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
642,"Payin' Them Dues Blues",NULL,198556,6536918,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
643,"Jungle Drums",NULL,199627,6546063,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
644,Showcase,NULL,201560,6697510,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
645,"Swedish Schnapps",NULL,191268,6359750,0.99,"Up An' Atom","Gene Krupa",Jazz,"MPEG audio file"
646,"Samba Da Bênção",NULL,409965,13490008,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
647,"Pot-Pourri N.º 4",NULL,392437,13125975,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
648,"Onde Anda Você",NULL,168437,5550356,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
649,"Samba Da Volta",NULL,170631,5676090,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
650,"Canto De Ossanha",NULL,204956,6771624,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
651,"Pot-Pourri N.º 5",NULL,219898,7117769,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
652,Formosa,NULL,137482,4560873,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
653,"Como É Duro Trabalhar",NULL,226168,7541177,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
654,"Minha Namorada",NULL,244297,7927967,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
655,"Por Que Será",NULL,162142,5371483,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
656,Berimbau,NULL,190667,6335548,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
657,Deixa,NULL,179826,5932799,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
658,"Pot-Pourri N.º 2",NULL,211748,6878359,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
659,"Samba Em Prelúdio",NULL,212636,6923473,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
660,"Carta Ao Tom 74",NULL,162560,5382354,0.99,"Vinícius De Moraes - Sem Limite","Toquinho & Vinícius","Bossa Nova","MPEG audio file"
661,"Linha de Passe (João Bosco)",NULL,230948,7902328,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
662,"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",NULL,163970,5399626,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
663,"Chão de Giz (Elba Ramalho)",NULL,274834,9016916,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
664,"Marina (Dorival Caymmi)",NULL,172643,5523628,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
665,"Aquarela (Toquinho)",NULL,259944,8480140,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
666,"Coração do Agreste (Fafá de Belém)",NULL,258194,8380320,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
667,"Dona (Roupa Nova)",NULL,243356,7991295,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
668,"Começaria Tudo Outra Vez (Maria Creuza)",NULL,206994,6851151,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
669,"Caçador de Mim (Sá & Guarabyra)",NULL,238341,7751360,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
670,"Romaria (Renato Teixeira)",NULL,244793,8033885,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
671,"As Rosas Não Falam (Beth Carvalho)",NULL,116767,3836641,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
672,"Wave (Os Cariocas)",NULL,130063,4298006,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
673,"Garota de Ipanema (Dick Farney)",NULL,174367,5767474,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
674,"Preciso Apender a Viver Só (Maysa)",NULL,143464,4642359,0.99,"Vozes do MPB","Various Artists",Latin,"MPEG audio file"
675,"Susie Q",Hawkins-Lewis-Broadwater,275565,9043825,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
676,"I Put A Spell On You","Jay Hawkins",272091,8943000,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
677,"Proud Mary","J. C. Fogerty",189022,6229590,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
678,"Bad Moon Rising","J. C. Fogerty",140146,4609835,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
679,Lodi,"J. C. Fogerty",191451,6260214,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
680,"Green River","J. C. Fogerty",154279,5105874,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
681,Commotion,"J. C. Fogerty",162899,5354252,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
682,"Down On The Corner","J. C. Fogerty",164858,5521804,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
683,"Fortunate Son","J. C. Fogerty",140329,4617559,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
684,"Travelin' Band","J. C. Fogerty",129358,4270414,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
685,"Who'll Stop The Rain","J. C. Fogerty",149394,4899579,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
686,"Up Around The Bend","J. C. Fogerty",162429,5368701,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
687,"Run Through The Jungle","J. C. Fogerty",186044,6156567,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
688,"Lookin' Out My Back Door","J. C. Fogerty",152946,5034670,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
689,"Long As I Can See The Light","J. C. Fogerty",213237,6924024,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
690,"I Heard It Through The Grapevine",Whitfield-Strong,664894,21947845,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
691,"Have You Ever Seen The Rain?","J. C. Fogerty",160052,5263675,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
692,"Hey Tonight","J. C. Fogerty",162847,5343807,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
693,"Sweet Hitch-Hiker","J. C. Fogerty",175490,5716603,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
694,"Someday Never Comes","J. C. Fogerty",239360,7945235,0.99,"Chronicle, Vol. 1","Creedence Clearwater Revival",Rock,"MPEG audio file"
695,"Walking On The Water","J.C. Fogerty",281286,9302129,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
696,"Suzie-Q, Pt. 2","J.C. Fogerty",244114,7986637,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
697,"Born On The Bayou","J.C. Fogerty",316630,10361866,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
698,"Good Golly Miss Molly","J.C. Fogerty",163604,5348175,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
699,"Tombstone Shadow","J.C. Fogerty",218880,7209080,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
700,"Wrote A Song For Everyone","J.C. Fogerty",296385,9675875,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
701,"Night Time Is The Right Time","J.C. Fogerty",190119,6211173,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
702,"Cotton Fields","J.C. Fogerty",178181,5919224,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
703,"It Came Out Of The Sky","J.C. Fogerty",176718,5807474,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
704,"Don't Look Now","J.C. Fogerty",131918,4366455,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
705,"The Midnight Special","J.C. Fogerty",253596,8297482,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
706,"Before You Accuse Me","J.C. Fogerty",207804,6815126,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
707,"My Baby Left Me","J.C. Fogerty",140460,4633440,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
708,"Pagan Baby","J.C. Fogerty",385619,12713813,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
709,"(Wish I Could) Hideaway","J.C. Fogerty",228466,7432978,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
710,"It's Just A Thought","J.C. Fogerty",237374,7778319,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
711,Molina,"J.C. Fogerty",163239,5390811,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
712,"Born To Move","J.C. Fogerty",342804,11260814,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
713,"Lookin' For A Reason","J.C. Fogerty",209789,6933135,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
714,"Hello Mary Lou","J.C. Fogerty",132832,4476563,0.99,"Chronicle, Vol. 2","Creedence Clearwater Revival",Rock,"MPEG audio file"
715,"Gatas Extraordinárias",NULL,212506,7095702,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
716,Brasil,NULL,243696,7911683,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
717,"Eu Sou Neguinha (Ao Vivo)",NULL,251768,8376000,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
718,"Geração Coca-Cola (Ao Vivo)",NULL,228153,7573301,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
719,"Lanterna Dos Afogados",NULL,204538,6714582,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
720,"Coroné Antonio Bento",NULL,200437,6713066,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
721,"Você Passa, Eu Acho Graça (Ao Vivo)",NULL,206733,6943576,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
722,"Meu Mundo Fica Completo (Com Você)",NULL,247771,8322240,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
723,"1° De Julho",NULL,270262,9017535,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
724,"Música Urbana 2",NULL,194899,6383472,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
725,"Vida Bandida (Ao Vivo)",NULL,192626,6360785,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
726,"Palavras Ao Vento",NULL,212453,7048676,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
727,"Não Sei O Que Eu Quero Da Vida",NULL,151849,5024963,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
728,"Woman Of The World (Ao Vivo)",NULL,298919,9724145,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
729,"Juventude Transviada (Ao Vivo)",NULL,278622,9183808,0.99,"Cássia Eller - Coleção Sem Limite [Disc 2]","Cássia Eller",Latin,"MPEG audio file"
730,Malandragem,NULL,247588,8165048,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
731,"O Segundo Sol",NULL,252133,8335629,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
732,"Smells Like Teen Spirit (Ao Vivo)",NULL,316865,10384506,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
733,E.C.T.,NULL,227500,7571834,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
734,"Todo Amor Que Houver Nesta Vida",NULL,227160,7420347,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
735,"Metrô. Linha 743",NULL,174654,5837495,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
736,"Nós (Ao Vivo)",NULL,193828,6498661,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
737,"Na Cadência Do Samba",NULL,196075,6483952,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
738,"Admirável Gado Novo",NULL,274390,9144031,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
739,"Eleanor Rigby",NULL,189466,6303205,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
740,Socorro,NULL,258586,8549393,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
741,"Blues Da Piedade",NULL,257123,8472964,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
742,Rubens,NULL,211853,7026317,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
743,"Não Deixe O Samba Morrer - Cassia Eller e Alcione",NULL,268173,8936345,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
744,"Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)",NULL,188473,6195854,0.99,"Cássia Eller - Sem Limite [Disc 1]","Cássia Eller",Latin,"MPEG audio file"
745,"Comin' Home",Bolin/Coverdale/Paice,235781,7644604,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
746,"Lady Luck",Cook/Coverdale,168202,5501379,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
747,"Gettin' Tighter",Bolin/Hughes,218044,7176909,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
748,Dealer,Bolin/Coverdale,230922,7591066,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
749,"I Need Love",Bolin/Coverdale,263836,8701064,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
750,Drifter,Bolin/Coverdale,242834,8001505,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
751,"Love Child",Bolin/Coverdale,188160,6173806,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
752,"This Time Around / Owed to 'G' [Instrumental]",Bolin/Hughes/Lord,370102,11995679,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
753,"You Keep On Moving",Coverdale/Hughes,319111,10447868,0.99,"Come Taste The Band","Deep Purple",Rock,"MPEG audio file"
754,"Speed King","Blackmore, Gillan, Glover, Lord, Paice",264385,8587578,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
755,Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",256261,8344405,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
756,"Child In Time","Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
757,"Flight Of The Rat","Blackmore, Gillan, Glover, Lord, Paice",478302,15563967,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
758,"Into The Fire","Blackmore, Gillan, Glover, Lord, Paice",210259,6849310,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
759,"Living Wreck","Blackmore, Gillan, Glover, Lord, Paice",274886,8993056,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
760,"Hard Lovin' Man","Blackmore, Gillan, Glover, Lord, Paice",431203,13931179,0.99,"Deep Purple In Rock","Deep Purple",Rock,"MPEG audio file"
761,Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
762,"No No No","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
763,"Strange Kind Of Woman","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
764,"Anyone's Daughter","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682,9354480,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
765,"The Mule","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
766,Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
767,"No One Came","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813,0.99,Fireball,"Deep Purple",Rock,"MPEG audio file"
768,"Knocking At Your Back Door","Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
769,"Bad Attitude","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
770,"Child In Time (Son Of Aleric - Instrumental)","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
771,"Nobody's Home","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
772,"Black Night","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
773,"Perfect Strangers","Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
774,"The Unwritten Law","Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
775,"Call Of The Wild","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
776,Hush,South,213054,6944928,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
777,"Smoke On The Water","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
778,"Space Trucking","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183,0.99,"Knocking at Your Back Door: The Best Of Deep Purple in the 80's","Deep Purple",Rock,"MPEG audio file"
779,"Highway Star","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",368770,12012452,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
780,"Maybe I'm A Leo","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",290455,9502646,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
781,"Pictures Of Home","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",303777,9903835,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
782,"Never Before","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",239830,7832790,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
783,"Smoke On The Water","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",340871,11246496,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
784,Lazy,"Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",442096,14397671,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
785,"Space Truckin'","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",272796,8981030,0.99,"Machine Head","Deep Purple",Rock,"MPEG audio file"
786,"Vavoom : Ted The Mechanic","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
787,"Loosen My Strings","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
788,"Soon Forgotten","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
789,"Sometimes I Feel Like Screaming","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
790,"Cascades : I'm Not Your Lover","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
791,"The Aviator","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
792,"Rosa's Cantina","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
793,"A Castle Full Of Rascals","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
794,"A Touch Away","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
795,"Hey Cisco","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
796,"Somebody Stole My Guitar","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
797,"The Purpendicular Waltz","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,0.99,Purpendicular,"Deep Purple",Rock,"MPEG audio file"
798,"King Of Dreams","Blackmore, Glover, Turner",328385,10733847,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
799,"The Cut Runs Deep","Blackmore, Glover, Turner, Lord, Paice",342752,11191650,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
800,"Fire In The Basement","Blackmore, Glover, Turner, Lord, Paice",283977,9267550,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
801,"Truth Hurts","Blackmore, Glover, Turner",314827,10224612,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
802,"Breakfast In Bed","Blackmore, Glover, Turner",317126,10323804,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
803,"Love Conquers All","Blackmore, Glover, Turner",227186,7328516,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
804,Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
805,"Too Much Is Not Enough","Turner, Held, Greenwood",257724,8382800,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
806,"Wicked Ways","Blackmore, Glover, Turner, Lord, Paice",393691,12826582,0.99,"Slaves And Masters","Deep Purple",Rock,"MPEG audio file"
807,Stormbringer,"D.Coverdale/R.Blackmore/Ritchie Blackmore",246413,8044864,0.99,Stormbringer,"Deep Purple",Rock,"MPEG audio file"
808,"Love Don't Mean a Thing","D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore",263862,8675026,0.99,Stormbringer,"Deep Purple",Rock,"MPEG audio file"
809,"Holy Man","D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord",270236,8818093,0.99,Stormbringer,"Deep Purple",Rock,"MPEG audio file"
